,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20102011,Chicago Jr. Blackhawks,Brick Invitational,128836,1,1,2,6,2,2,
0,20142015,Chicago Mission 13U AAA,HPHL 13U,142208,4,1,18,21,18,5,
0,20152016,Chicago Mission 14U AAA,HPHL 14U,141819,5,6,4,20,4,11,
0,20162017,Chicago Mission 15U AAA,HPHL 15U,225310,10,7,10,20,10,17,
0,20172018,Chicago Mission 16U AAA,HPHL 16U,97841,5,5,18,20,18,10,
0,20182019,Lincoln Stars,USHL,9366,15,12,32,62,32,27,-25.0
0,20182019,Team White,USA-S17,177565,3,2,2,5,2,5,
0,20192020,Lincoln Stars,USHL,9366,23,12,42,44,42,35,6.0
0,20192020,USA U19,WJAC-19,87412,2,0,0,6,0,2,
0,20202021,Univ. of Massachusetts,NCAA,11300,14,9,12,29,12,23,21.0
0,20212022,Univ. of Massachusetts,NCAA,11300,15,12,8,27,8,27,21.0
0,20212022,San Diego Gulls,AHL,85177,3,1,6,13,6,4,-1.0
