,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20132014,Winnipeg Jr. Jets (Brick),Brick Invitational,128806,1,0,0.0,6,0,1,
0,20172018,Eastman Selects U15 AAA,WAAA U15,158488,12,5,6.0,27,6,17,
0,20172018,Draftday Hockey Selects U14 2,WSI U14,261008,3,2,,9,,5,
0,20182019,Eastman Selects U17 AAA,WAAA U17,85309,3,2,0.0,5,0,5,
0,20182019,Eastman Selects U15 AAA,WAAA U15,158488,38,23,12.0,36,12,61,
0,20192020,Moose Jaw Warriors,WHL,7741,1,1,0.0,7,0,2,-4.0
0,20192020,Eastman Selects U18 AAA,MU18HL,55490,17,13,0.0,30,0,30,
0,20192020,Canada U16,YOG,118187,1,1,0.0,4,0,2,8.0
0,20202021,Moose Jaw Warriors,WHL,7741,7,2,8.0,16,8,9,-8.0
0,20202021,Canada U18,WJC-18,17193,0,0,0.0,3,0,0,0.0
0,20202021,Steinbach Pistons,MJHL,57890,2,1,4.0,8,4,3,
0,20212022,Moose Jaw Warriors,WHL,7741,51,13,15.0,65,15,64,20.0
