,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Cleveland Barons Bantam Major,T1EBHL,138409,10,4,2,31,2,14,,,,,,,,,,,,,,,,,
0,20102011,Ohio Blue Jackets  U16,T1EHL U16,98068,11,13,18,37,18,24,,,,,,,,,,,,,,,,,
0,20112012,Ohio Blue Jackets  U16,T1EHL U16,98068,23,27,16,40,16,50,,,,,,,,,,,,,,,,,
0,20122013,U.S. National U18 Team,USDP,19068,0,0,0,4,0,0,,,,,,,,,,,,,,,,,
0,20122013,Ohio Blue Jackets U18,T1EHL U18,23077,19,28,10,34,10,47,,,,,,,,,,,,,,,,,
0,20122013,Youngstown Phantoms,USHL,26358,2,0,4,9,4,2,-6.0,,,,,,,,,,,,,,,,
0,20122013,USNTDP Juniors,USHL,51638,0,0,0,2,0,0,0.0,,,,,,,,,,,,,,,,
0,20132014,Youngstown Phantoms,USHL,26358,19,13,31,55,31,32,-22.0,,,,,,,,,,,,,,,,
0,20142015,Youngstown Phantoms,USHL,26358,27,29,26,60,26,56,4.0,,,,,,,,,,,,,,,,
0,20152016,Miami Univ. (Ohio),NCAA,13040,7,11,8,34,8,18,-9.0,,,,,,,,,,,,,,,,
0,20162017,Miami Univ. (Ohio),NCAA,13040,24,14,20,36,20,38,-3.0,,,,,,,,,,,,,,,,
0,20172018,Miami Univ. (Ohio),NCAA,13040,21,9,24,36,24,30,-8.0,,,,,,,,,,,,,,,,
0,20172018,San Diego Gulls,AHL,85177,0,2,0,11,0,2,-7.0,,,,,,,,,,,,,,,,
0,20182019,Anaheim Ducks,National Hockey League,1,6,6,8,50,8,12,1.0,568:31,60.0,79.0,0.0,0.0,06:04,548:57,43.75,10.0,1.0,0.0,0.0,0.0,13:30,19.0,784.0
0,20182019,San Diego Gulls,AHL,85177,12,6,12,29,12,18,15.0,,,,,,,,,,,,,,,,
0,20192020,Anaheim Ducks,National Hockey League,1,1,0,6,10,6,1,-1.0,133:16,17.0,24.0,0.0,0.0,00:25,122:45,75.0,0.0,0.0,0.0,0.0,0.0,10:06,4.0,188.0
0,20192020,San Diego Gulls,AHL,85177,7,16,8,37,8,23,6.0,,,,,,,,,,,,,,,,
0,20202021,Colorado Avalanche,National Hockey League,1,3,0,0,16,0,3,2.0,140:45,18.0,40.0,0.0,0.0,00:33,137:34,50.0,0.0,0.0,0.0,0.0,0.0,02:38,6.0,209.0
0,20202021,Colorado Eagles,AHL,8957,6,10,8,10,8,16,-1.0,,,,,,,,,,,,,,,,
0,20212022,Colorado Avalanche,National Hockey League,1,1,1,0,11,0,2,3.0,94:14,9.0,12.0,0.0,0.0,06:19,87:55,100.0,11.1,1.0,0.0,0.0,0.0,00:00,4.0,129.0
0,20212022,Colorado Eagles,AHL,8957,39,36,34,57,34,75,24.0,,,,,,,,,,,,,,,,
