,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Calgary Royals Bantam AAA,AMBHL,64168,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20092010,CRAA Blue Bantam AA,HCBAA,128578,12,8,8,28,8,20,,,,,,,,,,,,,,,,,
0,20102011,Calgary Royals Bantam AAA,AMBHL,64168,17,11,20,33,20,28,,,,,,,,,,,,,,,,,
0,20112012,CRAA Gold Minor Midget AAA,AMMHL,64324,18,12,12,30,12,30,,,,,,,,,,,,,,,,,
0,20112012,CRAA Gold Midget AA,HCMAA,92548,0,0,4,2,4,0,,,,,,,,,,,,,,,,,
0,20122013,Calgary Royals Midget AAA,AMHL,36957,16,7,10,34,10,23,,,,,,,,,,,,,,,,,
0,20132014,Sioux Falls Stampede,USHL,9118,7,3,23,59,23,10,-9.0,,,,,,,,,,,,,,,,
0,20142015,Sioux Falls Stampede,USHL,9118,20,16,42,58,42,36,6.0,,,,,,,,,,,,,,,,
0,20152016,Univ. of Denver,NCAA,20900,2,2,9,23,9,4,3.0,,,,,,,,,,,,,,,,
0,20162017,Univ. of Denver,NCAA,20900,11,7,10,44,10,18,9.0,,,,,,,,,,,,,,,,
0,20172018,Univ. of Denver,NCAA,20900,14,7,6,41,6,21,4.0,,,,,,,,,,,,,,,,
0,20182019,Colorado Avalanche,National Hockey League,1,0,0,0,5,0,0,-2.0,34:04,1.0,4.0,0.0,0.0,00:00,31:28,0.0,0.0,0.0,0.0,0.0,0.0,02:36,1.0,49.0
0,20182019,Colorado Eagles,AHL,8957,23,19,29,64,29,42,-1.0,,,,,,,,,,,,,,,,
0,20192020,Colorado Avalanche,National Hockey League,1,0,2,2,16,2,2,0.0,134:53,15.0,20.0,0.0,0.0,01:24,128:51,0.0,13.3,1.0,0.0,0.0,0.0,04:38,8.0,187.0
0,20192020,Colorado Eagles,AHL,8957,13,12,28,40,28,25,8.0,,,,,,,,,,,,,,,,
0,20202021,Colorado Avalanche,National Hockey League,1,2,3,6,22,6,5,6.0,240:42,37.0,29.0,0.0,0.0,00:39,201:55,50.0,8.1,0.0,0.0,0.0,0.0,38:08,12.0,337.0
0,20212022,Colorado Avalanche,National Hockey League,1,16,8,38,81,38,24,10.0,1123:35,127.0,100.0,0.0,0.0,02:17,950:46,22.73,6.3,1.0,0.0,1.0,4.0,170:32,59.0,1539.0
