,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Toronto Jr. Canadi. Mn Mdgt AAA,GTMMHL,88573,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20142015,Toronto Jr. Canadiens U16 AAA,GTHL U16,89050,26,9,16,28,16,35,,,,,,,,,,,,,,,,,
0,20142015,Sweden Selects U15,WSI U15,206350,4,1,0,7,0,5,,,,,,,,,,,,,,,,,
0,20152016,Toronto Jr. Canadiens,OJHL,37610,0,0,0,2,0,0,,,,,,,,,,,,,,,,,
0,20152016,Toronto Jr. Canadiens U16 AAA,GTHL U16,89050,37,7,58,33,58,44,,,,,,,,,,,,,,,,,
0,20152016,Canada U16,YOG,118187,4,1,1,6,1,5,5.0,,,,,,,,,,,,,,,,
0,20152016,Team GTHL Blue,OGC-16,154307,7,1,8,5,8,8,,,,,,,,,,,,,,,,,
0,20162017,Guelph Storm,OHL,6238,43,12,50,62,50,55,-41.0,,,,,,,,,,,,,,,,
0,20162017,Canada Red U17,WHC-17,163770,0,2,8,5,8,2,,,,,,,,,,,,,,,,,
0,20172018,Guelph Storm,OHL,6238,54,13,63,63,63,67,-29.0,,,,,,,,,,,,,,,,
0,20172018,Canada U18,WJC-18,17193,3,0,2,5,2,3,3.0,,,,,,,,,,,,,,,,
0,20172018,Canada U18,Hlinka Gretzky Cup,144760,6,0,10,5,10,6,,,,,,,,,,,,,,,,,
0,20182019,Guelph Storm,OHL,6238,34,5,30,28,30,39,5.0,,,,,,,,,,,,,,,,
0,20182019,Peterborough Petes,OHL,9468,23,9,36,35,36,32,-1.0,,,,,,,,,,,,,,,,
0,20182019,San Jose Barracuda,AHL,187427,0,0,0,2,0,0,-1.0,,,,,,,,,,,,,,,,
0,20192020,London Knights,OHL,2778,61,15,48,60,48,76,20.0,,,,,,,,,,,,,,,,
0,20202021,San Jose Barracuda,AHL,187427,10,1,14,31,14,11,-13.0,,,,,,,,,,,,,,,,
0,20212022,San Jose Sharks,National Hockey League,1,5,1,8,39,8,6,-10.0,599:44,36.0,12.0,0.0,2.0,54:17,543:43,0.0,2.8,0.0,0.0,0.0,0.0,01:44,22.0,805.0
0,20212022,San Jose Barracuda,AHL,187427,18,1,30,30,30,19,-9.0,,,,,,,,,,,,,,,,
