,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Rus Moskva U16,Russia U16,190777,6,4,64,36,64,10,
0,20162017,Rus Moskva U17,Russia U17,130258,5,8,54,31,54,13,
0,20162017,Rus Moskva U18,Russia U18,241849,3,1,8,11,8,4,
0,20172018,Kapitan Stupino,MHL,19502,7,8,118,41,118,15,4.0
0,20182019,SKA-Neva St. Petersburg,VHL,46357,1,0,6,10,6,1,2.0
0,20182019,SKA-1946 St. Petersburg,MHL,49762,11,5,75,38,75,16,-1.0
0,20182019,SKA-Varyagi im. Morozova,MHL,176622,2,1,8,6,8,3,-5.0
0,20192020,SKA-Neva St. Petersburg,VHL,46357,0,0,0,3,0,0,0.0
0,20192020,SKA-1946 St. Petersburg,MHL,49762,15,9,41,44,41,24,25.0
0,20202021,Syracuse Crunch,AHL,1057,2,1,2,9,2,3,-4.0
0,20202021,Orlando Solar Bears,ECHL,113515,0,0,26,19,26,0,-2.0
0,20212022,Syracuse Crunch,AHL,1057,0,0,0,11,0,0,1.0
0,20212022,Orlando Solar Bears,ECHL,113515,5,3,49,30,49,8,-6.0
