,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Brandon Wheat Kings Midget AAA,MMHL,54483,0,0,4,8,4,0,,,,,,,,,,,,,,,,,
0,20122013,Central Plains Capitals Mdgt AAA,MMHL,28143,5,1,92,43,92,6,,,,,,,,,,,,,,,,,
0,20122013,Portage Terriers,MJHL,34777,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20132014,Brandon Wheat Kings Midget AAA,MMHL,54483,13,8,59,43,59,21,,,,,,,,,,,,,,,,,
0,20132014,Virden Oil Capitals,MJHL,124317,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20142015,Virden Oil Capitals,MJHL,124317,7,3,42,57,42,10,,,,,,,,,,,,,,,,,
0,20152016,Virden Oil Capitals,MJHL,124740,34,6,105,59,105,40,,,,,,,,,,,,,,,,,
0,20162017,Bemidji State Univ.,NCAA,8460,14,3,41,41,41,17,3.0,,,,,,,,,,,,,,,,
0,20172018,Vegas Golden Knights,National Hockey League,1,0,0,0,1,0,0,3.0,16:42,0.0,0.0,0.0,0.0,00:00,16:42,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,20.0
0,20172018,Team Canada,International,6807,1,0,0,2,0,1,,,,,,,,,,,,,,,,,
0,20172018,Bemidji State Univ.,NCAA,8460,15,4,8,36,8,19,-4.0,,,,,,,,,,,,,,,,
0,20182019,Chicago Wolves,AHL,957,22,6,52,74,52,28,39.0,,,,,,,,,,,,,,,,
0,20192020,Vegas Golden Knights,National Hockey League,1,1,0,4,16,4,1,3.0,229:01,9.0,10.0,0.0,0.0,00:00,213:02,0.0,0.0,0.0,0.0,0.0,0.0,15:59,16.0,309.0
0,20192020,Chicago Wolves,AHL,957,5,2,18,35,18,7,-9.0,,,,,,,,,,,,,,,,
0,20202021,Vegas Golden Knights,National Hockey League,1,10,2,24,51,24,12,9.0,908:41,54.0,85.0,0.0,0.0,02:24,807:55,0.0,3.7,1.0,0.0,0.0,0.0,98:22,75.0,1115.0
0,20212022,Vegas Golden Knights,National Hockey League,1,11,8,20,59,20,19,21.0,1108:52,94.0,98.0,0.0,0.0,04:16,1005:04,0.0,8.5,1.0,0.0,1.0,1.0,99:32,115.0,1377.0
0,20212022,Canada,WC,17155,2,2,6,10,6,4,6.0,,,,,,,,,,,,,,,,
