,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,St. Marys Lincolns,GOJHL,44692,0,0,0,2,0,0,
0,20152016,Elgin Middlesex Chiefs U16 AAA,ALLIANCE U16,71364,11,4,16,33,16,15,
0,20162017,Strathroy Rockets,GOJHL,55582,22,8,26,50,26,30,
0,20172018,London Jr. Knights U18 AAA,ALLIANCE U18,54935,24,18,44,28,44,42,
0,20172018,Strathroy Rockets,GOJHL,55582,1,1,16,11,16,2,
0,20182019,Buffalo Jr. Sabres,OJHL,37520,23,19,45,47,45,42,
0,20182019,Canada East U19,WJAC-19,87362,0,0,0,4,0,0,
0,20192020,Lincoln Stars,USHL,9366,6,8,58,47,58,14,-16.0
0,20202021,Western Michigan Univ.,NCAA,13060,6,5,10,24,10,11,-12.0
0,20212022,Wilkes-Barre/Scranton Penguins,AHL,1077,0,0,0,2,0,0,0.0
0,20212022,Western Michigan Univ.,NCAA,13060,13,8,48,39,48,21,2.0
