,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Rink Hockey Academy Kelowna U17,CSSHL U17,100525,0,4,2,3,2,4,
0,20162017,Rink Hockey Academy Kelowna U15P,CSSHL U15,135453,25,23,16,27,16,48,
0,20172018,Spokane Chiefs,WHL,7901,1,0,8,7,8,1,0.0
0,20172018,Penticton Vees,BCHL,21824,0,1,0,2,0,1,0.0
0,20172018,Okanagan Rockets U18 AAA,BCEHL U18,56119,22,11,36,33,36,33,
0,20182019,Spokane Chiefs,WHL,7901,10,9,44,63,44,19,-6.0
0,20182019,Canada Black U17,WHC-17,163780,2,0,14,5,14,2,
0,20192020,Spokane Chiefs,WHL,7901,38,19,32,61,32,57,32.0
0,20202021,Syracuse Crunch,AHL,1057,0,0,0,2,0,0,-1.0
0,20202021,Spokane Chiefs,WHL,7901,0,0,0,1,0,0,0.0
0,20212022,Spokane Chiefs,WHL,7901,8,8,40,21,40,16,-4.0
0,20212022,Winnipeg Ice,WHL,9601,15,19,28,39,28,34,5.0
